Candidate,Gender ,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?
Anthony White (Alabama),0,AL,Governor of Alabama,Governor,Regular,6/5/18,Lost,None,None,-28.879999,3.4200001,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,,,,,,,
Christopher Countryman,0,AL,Governor of Alabama,Governor,Regular,6/5/18,Lost,None,None,-28.879999,1.74,No,White,No,Yes,No,No,No,No,,,No,,,,,,,,,,
"Doug ""New Blue"" Smith",0,AL,Governor of Alabama,Governor,Regular,6/5/18,Lost,None,None,-28.879999,3.27,No,White,Yes,No,No,No,No,No,,,No,,,,,,,,,,
James C. Fields,0,AL,Governor of Alabama,Governor,Regular,6/5/18,Lost,None,None,-28.879999,8,No,Nonwhite,Yes,No,Yes,No,No,No,,,No,,,,,,,,,,
Sue Bell Cobb,1,AL,Governor of Alabama,Governor,Regular,6/5/18,Lost,None,None,-28.879999,28.98,No,White,No,No,Yes,No,No,No,,,No,,,,,,,,,,
Walt Maddox,0,AL,Governor of Alabama,Governor,Regular,6/5/18,Advanced,None,On the Ballot,-28.879999,54.599998,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,,,,,,,
Lizzetta Hill McConnell,1,AL,U.S. House Alabama District 1,Representative,Regular,6/5/18,Lost,None,None,-30.68,19.23,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,
Robert Kennedy Jr.,0,AL,U.S. House Alabama District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-30.68,80.769997,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,
Audri Scott Williams,1,AL,U.S. House Alabama District 2,Representative,Regular,6/5/18,Lost,None,None,-33.080002,39.560001,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,
Tabitha Isner,1,AL,U.S. House Alabama District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-33.080002,60.439999,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Adia McClellan Winfrey,1,AL,U.S. House Alabama District 3,Representative,Regular,6/5/18,Lost,None,None,-33.66,34.240002,No,Nonwhite,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,
Mallory Hagan,1,AL,U.S. House Alabama District 3,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-33.66,65.739998,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Lee Auman,0,AL,U.S. House Alabama District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-62.48,54.130001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Rick Neighbors,0,AL,U.S. House Alabama District 4,Representative,Regular,6/5/18,Lost,None,None,-62.48,45.869999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,,,,
Peter Joffrion,0,AL,U.S. House Alabama District 5,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-34.830002,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,
Danner Kline,0,AL,U.S. House Alabama District 6,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-48.459999,100,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Jared Henderson,0,AR,Governor of Arkansas,Governor,Regular,5/22/18,Advanced,None,On the Ballot,-28.639999,63.299999,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Leticia Sanders,1,AR,Governor of Arkansas,Governor,Regular,5/22/18,Lost,None,None,-28.639999,36.700001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Chintan Desai,0,AR,U.S. House Arkansas District 1,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-34.810001,100,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,
Clarke Tucker,0,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-13.51,57.82,Yes,White,No,No,Yes,No,No,No,Yes,,Yes,,,,,,,,,,
Gwen Combs,1,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Lost,None,None,-13.51,20.299999,No,White,Yes,No,No,No,No,No,No,,Yes,,,,,,,,,,
Jonathan Dunkley,0,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Lost,None,None,-13.51,9.3400002,No,Nonwhite,No,No,No,No,No,No,No,,No,,,,,,,,,,
Paul Spencer,0,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Lost,None,None,-13.51,12.55,No,White,No,No,No,No,No,No,No,,No,,,,,,,,,,
Joshua Mahony,0,AR,U.S. House Arkansas District 3,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-34.560001,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,
Hayden Shamel,0,AR,U.S. House Arkansas District 4,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-33.68,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Brianna Westbrook,1,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,-24.559999,39.720001,No,White,No,Yes,No,No,No,No,,,,,,,Yes,Yes,,,,,
Hiral Tipirneni,1,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Advanced,None,On the Ballot,-24.559999,60.220001,Yes,Nonwhite,No,No,No,No,Yes,No,,,,,,,No,No,,,,,
Akinyemi Agbede,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.22,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Albert Caesar Mezzetti,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.28,No,White,Yes,No,Yes,No,No,No,,,No,,,,No,,,,,,
Amanda Renteria,1,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,2.1500001,No,Nonwhite,No,No,No,No,No,No,,,No,,,,No,,,,,,
Antonio Villaraigosa,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,21.290001,No,Nonwhite,No,No,Yes,No,No,No,,,No,,,,No,,,,,,
Delaine Eastin,1,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,5.4000001,No,White,No,No,Yes,No,No,No,,,Yes,,,,Yes,,,,,,
Gavin Newsom,0,CA,Governor of California,Governor,Regular,6/5/18,Advanced,None,On the Ballot,25.83,53.869999,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,,
John Chiang,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,15.08,No,Nonwhite,No,No,Yes,No,Yes,No,,,Yes,,,,No,,,,,,
Juan Bribiesca,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.40000001,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Klement Tinaj,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.12,No,Nonwhite,No,No,No,No,No,No,,,No,,,,No,,,,,,
Michael Shellenberger,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.73000002,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,,
Robert Davidson Griffis,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.25999999,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,,
Thomas Jefferson Cares,0,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.20999999,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Audrey Denney,1,CA,U.S. House California District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-21.379999,43.650002,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,No,,,
David Peterson,0,CA,U.S. House California District 1,Representative,Regular,6/5/18,Lost,None,None,-21.379999,7.3000002,No,White,No,No,No,No,No,No,,,,,,,No,No,,No,,,
Jessica Holcombe,1,CA,U.S. House California District 1,Representative,Regular,6/5/18,Lost,None,None,-21.379999,28.540001,No,White,No,No,No,No,No,No,,,,,,,No,No,,No,,,
Marty Walters,0,CA,U.S. House California District 1,Representative,Regular,6/5/18,Lost,None,None,-21.379999,20.51,No,White,No,No,No,No,No,No,,,,,,,No,No,,Yes,,,
Dotty Nygard,0,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,1.89,No,White,No,No,No,No,Yes,No,No,No,No,,,,Yes,Yes,,No,,,
Josh Harder,0,CA,U.S. House California District 10,Representative,Regular,6/5/18,Advanced,None,On the Ballot,0.62,35.57,Yes,White,No,No,No,No,Yes,No,Yes,No,Yes,,,,No,No,,No,,,
Michael Eggman,0,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,21.34,No,White,No,No,No,No,No,No,No,No,No,,,,No,No,,No,,,
Mike Barkley,0,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,4.98,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,No,No,,No,,,
Sue Zwahlen,1,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,17.049999,No,White,No,No,Yes,No,Yes,No,No,No,No,,,,No,No,,No,,,
Virginia Madueno,1,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,19.17,No,Nonwhite,No,No,Yes,No,No,No,No,Yes,Yes,,,,No,No,,Yes,,,
TJ Cox,0,CA,U.S. House California District 21,Representative,Regular,6/5/18,Advanced,None,On the Ballot,11.87,100,Yes,Nonwhite,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,,
Andrew Janz,0,CA,U.S. House California District 22,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-13.41,78.830002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Bobby Bliatout,0,CA,U.S. House California District 22,Representative,Regular,6/5/18,Lost,None,None,-13.41,12.26,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Ricardo Franco,0,CA,U.S. House California District 22,Representative,Regular,6/5/18,Lost,None,None,-13.41,8.9099998,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,
Kurtis Wilson,0,CA,U.S. House California District 23,Representative,Regular,6/5/18,Lost,None,None,-25.379999,4.8400002,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Mary Helen Barro,1,CA,U.S. House California District 23,Representative,Regular,6/5/18,Lost,None,None,-25.379999,18.200001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Tatiana Matta,1,CA,U.S. House California District 23,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-25.379999,42.720001,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Wendy Reed,1,CA,U.S. House California District 23,Representative,Regular,6/5/18,Lost,None,None,-25.379999,34.25,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Bryan Caforio,0,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,38.259998,No,White,No,No,No,No,No,No,No,No,Yes,,,,No,Yes,,,,,
Jess Phoenix,0,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,13.24,No,White,No,No,No,No,Yes,No,No,No,Yes,,,,Yes,No,,,,,
Katie Hill,1,CA,U.S. House California District 25,Representative,Regular,6/5/18,Advanced,None,On the Ballot,2.02,42.970001,Yes,White,No,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,,
Mary Pallant,1,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,5.54,No,White,No,No,No,No,No,No,No,No,,,,,No,No,,,,,
Andy Thorburn,0,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,20.440001,No,White,No,No,No,Yes,No,No,No,No,Yes,,,,Yes,,,No,,No,
Gil Cisneros,0,CA,U.S. House California District 39,Representative,Regular,6/5/18,Advanced,None,On the Ballot,2.99,43.23,Yes,Nonwhite,Yes,No,No,Yes,No,No,Yes,No,Yes,,,,No,,,No,,Yes,
Herbert Lee,0,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,9.4200001,No,Nonwhite,No,No,No,Yes,Yes,No,No,No,No,,,,No,,,No,,No,
Mai Khanh Tran,0,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,11.69,No,Nonwhite,No,No,No,Yes,Yes,No,No,Yes,Yes,,,,No,,,No,,No,
Sam Jammal,0,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,11.98,No,Nonwhite,No,No,No,No,No,Yes,No,No,Yes,,,,No,,,Yes,,No,
Suzi Park Leggett,1,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,3.24,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,No,,,No,,No,
Jessica Morse,1,CA,U.S. House California District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-18.16,49.099998,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,No,,Yes,,,
Regina Bateson,1,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,30.07,No,White,No,No,No,No,No,No,,,Yes,,,,No,No,,No,,,
Robert Lawton,0,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,5.25,No,White,No,No,No,No,No,No,,,No,,,,No,No,,No,,,
Roza Calderon,1,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,15.57,No,Nonwhite,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,No,,,
Julia Peacock,1,CA,U.S. House California District 42,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-15.31,76.019997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,
Norman Quintero,0,CA,U.S. House California District 42,Representative,Regular,6/5/18,Lost,None,None,-15.31,23.98,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,No,,,
Brian Forde,0,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,13.06,No,White,No,No,No,No,Yes,Yes,No,No,Yes,,No,,No,,No,,,,
Dave Min,0,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,38.740002,No,Nonwhite,No,No,No,No,No,No,No,No,Yes,,No,,No,,No,,,,
Katie Porter,1,CA,U.S. House California District 45,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-1.4299999,44.040001,Yes,White,No,No,No,No,No,No,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,
Kia Hamadanchy,1,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,4.1500001,No,Nonwhite,No,No,No,No,No,No,No,No,Yes,,No,,Yes,,No,,,,
Deanie Schaarsmith,1,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,1.79,No,White,No,No,No,No,No,No,No,No,No,,,,,No,,No,,,
Hans Keirstead,0,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,37.439999,No,White,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,
Harley Rouda,0,CA,U.S. House California District 48,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-4.1799998,37.599998,Yes,White,No,No,No,Yes,No,No,Yes,No,Yes,,,,,No,,Yes,,,
Laura Oatman,1,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.01,No,White,No,No,No,No,Yes,No,No,No,No,,,,,Yes,,No,,,
Michael Kotick,0,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.26,No,White,No,No,No,No,No,No,No,No,No,,,,,No,,No,,,
Omar Siddiqui,0,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,10.81,No,Nonwhite,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,
Rachel Payne,1,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,4.4899998,No,White,No,No,No,No,Yes,No,No,Yes,No,,,,,No,,No,,,
Tony Zarkades,0,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,1.6,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,No,,No,,,
Douglas Applegate,0,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,25.76,No,White,Yes,No,No,No,No,No,No,No,,,,,,Yes,No,,,Yes,
Mike Levin,0,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,On the Ballot,1.42,34.400002,Yes,White,No,No,No,No,No,No,Yes,No,,,,,,No,Yes,,,No,
Paul Kerr,0,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,8.75,No,White,Yes,No,No,Yes,No,No,No,No,,,,,,No,No,,,No,
Sara Jacobs,1,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,31.09,No,White,No,No,No,Yes,No,Yes,No,Yes,,,,,,No,No,,,No,
Ammar Campa-Najjar,0,CA,U.S. House California District 50,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-19.48,48.360001,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,,Yes,Yes,Yes,,,
Josh Butner,0,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,-19.48,35.509998,No,White,Yes,No,No,No,No,No,,,,,,,,No,No,No,,Yes,
Patrick Malloy,0,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,-19.48,16.129999,No,White,No,No,No,No,No,No,,,,,,,,No,No,No,,,
Marge Doyle,1,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,59.610001,,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,
Rita Ramirez,1,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,27.67,,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Ronald O'Donnell,0,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,12.71,,White,No,No,No,No,No,No,,,,,,,,,,,,,
Cary Kennedy,1,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,24.719999,No,White,No,No,Yes,No,No,No,,Yes,Yes,,,,,,,,,,
Donna Lynne,1,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,7.2800002,No,White,No,No,Yes,No,No,No,,No,No,,,,,,,,,,
Jared Polis,0,CO,Governor of Colorado,Governor,Regular,6/26/18,Advanced,None,On the Ballot,2.49,44.43,Yes,White,No,Yes,Yes,Yes,No,No,,No,No,,,,,,,,,,
Michael Johnston,0,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,23.57,No,White,No,No,Yes,No,No,Yes,,No,No,,,,,,,,,,
Joe Neguse,0,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,18.040001,65.82,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Mark Williams,0,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Lost,None,None,18.040001,34.18,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,
Arn Menconi,0,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,-13.03,8.2200003,No,White,No,No,No,No,No,No,,No,,,,,,,,,,,
Diane Mitsch Bush,1,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-13.03,64.099998,Yes,White,No,No,Yes,No,No,No,,Yes,,,,,,,,,,,
Karl Hanlon,0,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,-13.03,27.68,No,White,No,No,No,No,No,No,,No,,,,,,,,,,,
Chase Kohne,0,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Lost,None,None,-24.68,35.32,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Karen McCormick,1,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-24.68,64.629997,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Stephany Rose Spaulding,1,CO,U.S. House Colorado District 5,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-25.73,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,Yes,,,,,
Jason Crow,0,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,5.4200001,65.940002,Yes,White,Yes,No,No,No,No,No,Yes,,,,,,No,,,,,Yes,
Levi Tillemann,0,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Lost,None,None,5.4200001,34.060001,No,White,No,No,No,No,Yes,Yes,No,,,,,,Yes,,,,,No,
Stacey Abrams,1,GA,Governor of Georgia,Governor,Regular,5/22/18,Advanced,None,On the Ballot,-8.3400002,76.440002,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,Yes,Yes,,Yes,,Yes,,
Stacey Evans,1,GA,Governor of Georgia,Governor,Regular,5/22/18,Lost,None,None,-8.3400002,23.559999,No,White,No,No,No,Yes,No,No,,No,,,,No,No,,No,,No,,
Barbara Seidman,1,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Lost,None,None,-17.379999,32.459999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,No,No,No,,,
Lisa Ring,1,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.379999,67.540001,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,No,Yes,,,
Chalis Montgomery,0,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,26.459999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Richard Dien Winfield,0,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,23.33,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Tabitha Johnson-Green,1,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-28.209999,50.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Flynn Broady Jr.,0,GA,U.S. House Georgia District 11,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-30.129999,100,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,
Francys Johnson,0,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.629999,52.860001,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Robert Ingham,0,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,-17.629999,31.15,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Trent Nesmith,0,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,-17.629999,15.99,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Steven Foster,0,GA,U.S. House Georgia District 14,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-54.18,100,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Chuck Enderlin,0,GA,U.S. House Georgia District 3,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-34.380001,59.869999,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Rusty Oliver,0,GA,U.S. House Georgia District 3,Representative,Regular,5/22/18,Lost,None,None,-34.380001,40.130001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Bobby Kaple,0,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Lost,None,None,-9.4799995,26.25,No,White,No,No,No,No,No,No,,No,No,,,,,,,,,,
Kevin Abel,0,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Advanced,Lost,None,-9.4799995,30.540001,No,White,No,No,No,No,Yes,No,,No,No,,,,,,,,,,
Lucy McBath,1,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Advanced,Advanced,On the Ballot,-9.4799995,36.27,Yes,Nonwhite,No,No,No,No,Yes,No,,Yes,Yes,,,,,,,,,,
Steven Knight Griffin,0,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Lost,None,None,-9.4799995,6.9499998,No,White,No,No,No,No,No,No,,No,No,,,,,,,,,,
Carolyn Bourdeaux,1,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Advanced,On the Ballot,-12.73,27.280001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,,,,,,
David Kim,0,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Lost,None,-12.73,25.98,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,
Ethan Pham,0,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,17.84,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,
Kathleen Allen,1,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,11.02,No,White,No,No,No,No,No,No,,No,,,,,Yes,,,,,,
Melissa Davis,1,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,13.67,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,
Steve Reilly,0,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,4.1999998,No,White,Yes,No,No,No,No,No,,No,,,,,No,,,,,,
Dave Cooper,0,GA,U.S. House Georgia District 9,Representative,Regular,5/22/18,Lost,None,None,-60.810001,47.27,No,White,Yes,No,No,No,No,No,,,,,,,No,,,Yes,,,
Josh McCall,0,GA,U.S. House Georgia District 9,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-60.810001,52.73,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,No,,,
Andy McGuire,0,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,5.25,No,White,No,No,No,No,Yes,No,,,No,,,,No,,No,,No,,
Cathy Glasson,1,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,20.549999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,Yes,,Yes,,
Fred Hubbell,0,IA,Governor of Iowa,Governor,Regular,6/5/18,Advanced,None,On the Ballot,-8.1400003,55.41,Yes,White,No,No,No,Yes,No,No,,,No,,,,No,,No,,No,,
John Norris,0,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,11.44,No,White,No,No,No,No,No,Yes,,,No,,,,No,,No,,No,,
Nate Boulton,0,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,4.9699998,No,White,No,No,Yes,No,No,No,,,No,,,,No,,No,,No,,
Ross Wilburn,0,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,2.1700001,No,Nonwhite,No,No,No,No,No,No,,,No,,,,No,,No,,No,,
Abby Finkenauer,1,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-1.73,66.800003,Yes,White,No,No,Yes,No,No,No,Yes,Yes,,Yes,,,,,,,,,
Courtney Rowe,1,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,7.5900002,No,White,No,No,No,No,Yes,No,No,No,,No,,,,Yes,,,,,
George Ramsey,0,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,6.3699999,No,Nonwhite,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,
